1.660000000000000087e-01 2.557004888536586140e+00
1.769999999999999907e-01 2.472689628724155320e+00
1.869999999999999996e-01 2.396765528790832711e+00
1.970000000000000084e-01 2.316568367219063784e+00
2.079999999999999905e-01 2.208388779178159123e+00
2.179999999999999993e-01 2.170885533601437878e+00
2.280000000000000082e-01 2.185787729858506001e+00
2.389999999999999902e-01 2.172151237828526593e+00
2.489999999999999991e-01 2.163287544456353739e+00
2.590000000000000080e-01 2.143112689524281578e+00
2.700000000000000178e-01 2.121624142019504777e+00
2.800000000000000266e-01 2.124025894380762836e+00
2.899999999999999800e-01 2.110468668329382957e+00
3.009999999999999898e-01 2.106159775515618726e+00
3.109999999999999987e-01 2.139050957784783602e+00
3.210000000000000075e-01 2.155305314798810823e+00
3.320000000000000173e-01 2.159213051090604907e+00
3.420000000000000262e-01 2.196753286102014702e+00
3.519999999999999796e-01 2.237938783791907138e+00
3.629999999999999893e-01 2.284932821769602995e+00
3.729999999999999982e-01 2.329984120117559954e+00
3.830000000000000071e-01 2.362651264998708811e+00
3.940000000000000169e-01 2.401329007029232354e+00
4.040000000000000258e-01 2.436785382424968560e+00
4.139999999999999791e-01 2.488307456887110636e+00
4.249999999999999889e-01 2.544722185229657097e+00
4.349999999999999978e-01 2.578630256550946243e+00
4.450000000000000067e-01 2.588371882091133891e+00
4.560000000000000164e-01 2.576679452318428876e+00
4.660000000000000253e-01 2.577295869705300557e+00
4.769999999999999796e-01 2.589564055975445811e+00
4.869999999999999885e-01 2.612513349248191119e+00
4.969999999999999973e-01 2.609925286286946644e+00
5.080000000000000071e-01 2.569157254821121228e+00
5.180000000000000160e-01 2.533842339215287787e+00
5.280000000000000249e-01 2.511872807289413867e+00
5.390000000000000346e-01 2.499651575720104102e+00
5.490000000000000435e-01 2.520438255542079453e+00
5.590000000000000524e-01 2.552536189753241924e+00
5.699999999999999512e-01 2.552117160320034994e+00
5.799999999999999600e-01 2.583410342938186499e+00
5.899999999999999689e-01 2.685157351069020315e+00
6.009999999999999787e-01 2.821082239141567083e+00
6.109999999999999876e-01 2.981953051273610988e+00
6.209999999999999964e-01 3.127220331220683214e+00
6.320000000000000062e-01 3.212042029612937721e+00
6.420000000000000151e-01 3.279890546954272956e+00
6.520000000000000240e-01 3.305356561704047014e+00
6.630000000000000338e-01 3.250818512313475850e+00
6.730000000000000426e-01 3.182214480515102029e+00
6.830000000000000515e-01 3.107988899594076759e+00
6.939999999999999503e-01 3.027327534311409440e+00
7.039999999999999591e-01 2.965470114501240317e+00
7.139999999999999680e-01 2.923331832002655339e+00
7.249999999999999778e-01 2.915851162182322209e+00
7.349999999999999867e-01 2.930952404935979416e+00
7.449999999999999956e-01 2.948143314019859851e+00
7.560000000000000053e-01 2.955422474029728352e+00
7.660000000000000142e-01 2.964617681927975035e+00
7.760000000000000231e-01 2.968715715591507820e+00
7.870000000000000329e-01 2.914041351799936397e+00
7.970000000000000417e-01 2.830535108420314305e+00
8.070000000000000506e-01 2.752662892546052120e+00
8.179999999999999494e-01 2.663159401913449020e+00
8.279999999999999583e-01 2.557887605036624823e+00
8.389999999999999680e-01 2.465589990245742325e+00
8.489999999999999769e-01 2.385733639784626270e+00
8.589999999999999858e-01 2.318318787397454006e+00
8.699999999999999956e-01 2.270992073962390556e+00
8.800000000000000044e-01 2.246740527964900647e+00
8.900000000000000133e-01 2.205534402361477575e+00
9.010000000000000231e-01 2.168026060728975413e+00
9.110000000000000320e-01 2.140227557994709873e+00
9.210000000000000409e-01 2.094882096920970049e+00
9.320000000000000506e-01 2.064137592313070257e+00
9.419999999999999485e-01 2.028103547652338356e+00
9.519999999999999574e-01 1.977037177192174200e+00
9.619999999999999662e-01 1.947571308065509488e+00
9.729999999999999760e-01 1.933163986836088366e+00
9.829999999999999849e-01 1.902943772159335190e+00
9.929999999999999938e-01 1.858749579690604836e+00
1.004000000000000004e+00 1.822122388864150899e+00
1.014000000000000012e+00 1.780704916599041843e+00
1.024999999999999911e+00 1.731504836839909078e+00
1.034999999999999920e+00 1.703627893643444580e+00
1.044999999999999929e+00 1.644045315677156172e+00
1.056000000000000050e+00 1.576825608620052943e+00
1.066000000000000059e+00 1.577360770400988432e+00
1.076000000000000068e+00 1.567909755056074550e+00
1.086999999999999966e+00 1.511610399540834093e+00
1.096999999999999975e+00 1.448166081635666513e+00
1.106999999999999984e+00 1.425208405812988577e+00
1.118000000000000105e+00 1.405734683359558979e+00
1.127999999999999892e+00 1.342607910002022953e+00
1.139000000000000012e+00 1.333983882961109924e+00
1.149000000000000021e+00 1.367554386487060292e+00
1.159000000000000030e+00 1.385751059894958281e+00
1.169999999999999929e+00 1.395569059559576219e+00
1.179999999999999938e+00 1.389593825547595030e+00
1.189999999999999947e+00 1.410024467872809772e+00
1.201000000000000068e+00 1.427785348012788669e+00
1.211000000000000076e+00 1.440489153031011327e+00
1.221000000000000085e+00 1.497673195326670870e+00
1.231999999999999984e+00 1.581626378131067989e+00
